task,condition,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label,reward
ultimatum_response,dose_altruism_01,60228,5.96875,0.0,8,8,"artificial intelligence, such as, due to",
ultimatum_response,dose_altruism_01,40158,4.65625,0.0,8,8,low X,
ultimatum_response,dose_altruism_01,26699,4.34375,0.0,8,8,making a choice,
ultimatum_response,dose_altruism_01,58448,4.21875,0.0,8,8,such a,
ultimatum_response,dose_altruism_01,29461,4.099609375,0.24443731971915494,8,8,better financial offers,
ultimatum_response,dose_altruism_01,58909,4.0625,0.0,8,8,fair and,
ultimatum_response,dose_altruism_01,20797,4.03125,0.0,8,8,expressing apparent states or perceptions,
ultimatum_response,dose_altruism_01,42295,3.73095703125,1.6576168969591105,8,8,future outcomes and planning,
ultimatum_response,dose_altruism_01,24356,3.703125,0.0,8,8,explaining a reason,
ultimatum_response,dose_altruism_01,50689,3.6875,0.027063293868263706,8,8,maximum limit payoff,
ultimatum_response,dose_altruism_01,25885,3.48828125,0.13435455876499874,8,8,such followed by a noun,
ultimatum_response,dose_altruism_01,10313,3.462890625,0.1459364753376769,8,8,"refusal, rejection, denied",
ultimatum_response,dose_altruism_01,5546,3.39453125,0.6489902576250182,8,8,fair distribution,
ultimatum_response,dose_altruism_01,32595,3.328125,0.0,8,8,ratios and scores,
ultimatum_response,dose_altruism_01,51064,3.3203125,2.068941173191012,6,8,finding similarities,
ultimatum_response,dose_altruism_01,28895,3.3125,0.0,8,8,explanation or reason,
ultimatum_response,dose_altruism_01,29014,3.125,0.0,8,8,such a/an adjective,
ultimatum_response,dose_altruism_01,238,3.125,0.0,8,8,accept and its forms,
ultimatum_response,dose_altruism_01,19310,3.078125,0.0,8,8,rejected or denied,
ultimatum_response,dose_altruism_01,50372,3.046875,0.0,8,8,numbers in arithmetic expressions,
ultimatum_response,dose_altruism_01,20148,2.974609375,0.24704522167557577,8,8,prevention of future events,
ultimatum_response,dose_altruism_01,11328,2.9375,0.0,8,8,could or would be,
ultimatum_response,dose_altruism_01,22551,2.8515625,0.4201353018671485,8,8,game theory variations,
ultimatum_response,dose_altruism_01,24257,2.84375,0.0,8,8,guesses out of,
ultimatum_response,dose_altruism_01,16735,2.8125,0.0,8,8,lines following new lines,
ultimatum_response,dose_altruism_01,10399,2.796875,2.796875,4,8,bad and negative descriptors,
ultimatum_response,dose_altruism_01,11566,2.765625,0.0,8,8,offering products or services,
ultimatum_response,dose_altruism_01,47380,2.703125,0.0,8,8,user's choice or preference,
ultimatum_response,dose_altruism_01,21112,2.546875,0.0,8,8,deciding to act,
ultimatum_response,dose_altruism_01,5941,2.546875,0.0,8,8,structural delimiters often preceding content,
ultimatum_response,dose_altruism_01,44244,2.544189453125,1.5157680443972095,8,8,future and past,
ultimatum_response,dose_altruism_01,36865,2.5322265625,1.3297579431757363,7,8,setting stage tone foundation scene,
